TIPO ACTIVO;CÓDIGO CARTERA;VINCULADO AL FONDO;TIPO DE TITULO;EMISOR;NIT;TIPO INVERSIÓN ;TIPO REGISTRO;SISTEMA TRANSACCIONAL;TIPO MONEDA;TIPO SECTOR;CALIFICACIÓN;DÍAS AL VTO.;DURACIÓN;VAN
2852;1;2;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;1;4;0;10155600000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;8;0;30436800000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;11;0;5071000000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;15;0;1013340000
2852;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;19;0;12193920000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;19;0;3038910000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;20;0;10127600000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;25;0;34413100000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;32;0;10110000000
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;32;0;505500000
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;35;0;5053600000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;39;0;10101000000
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;43;0;11104940000
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;46;0;5551810000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;60;0;5037400000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;64;0;6538285000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;64;0;13579515000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;76;0;40295200000
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;76;0;1003930000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;78;0;40141200000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;81;0;5016300000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;84;0;5534870000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;92;0;2008940000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;96;0;3061290000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;96;0;3060600000
2852;1;2;16;Banco Gnb Sudameris S.A.;8600507501;2;1;1;1;2;11;167;0;26411320000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;103;0;20392800000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;50;0;8107920000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;105;0;5093750000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;105;0;13243750000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;106;0;10186100000
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;106;0;14194600000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;134;0;10109500000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;137;0;10108100000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;140;0;20192400000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;147;0;15133050000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;159;0;7555950000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;161;0;67471680000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;165;0;20134200000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;176;0;9046170000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;176;0;14574385000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;371;0;40901200000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;372;0;30671400000
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;258;0;1994131028.93
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;375;0;51134000000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;207;0;30491400000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;389;0;51020000000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;389;0;20408000000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;389;0;10204000000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;22;0;10128400000
2852;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;210;0;10158000000
2852;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;391;0;819752000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;392;0;15294600000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;396;0;30580200000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;396;0;14330680000
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;951;0;5408400889.92
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;258;0;2658841371.9
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;399;0;42271070000
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;258;0;2658841371.9
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;258;0;4785914469.42
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;258;0;5317682743.8
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;258;0;5317682743.8
2852;1;2;16;Bbva Colombia S.A.;8600030201;2;1;1;1;2;1;1133;0;10185200000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;403;0;30516300000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;11;0;42224400000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;41;0;25254250000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;76;0;22099220000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;15;0;14683060000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;15;0;8390320000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;19;0;1048960000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;19;0;12063040000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;48;0;12605280000
2852;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;19;0;16781440000
2852;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;81;0;17593450000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;82;0;3011100000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;21;0;4193880000
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;6;82;0;11556925000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;28;0;5234000000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;60;0;5238050000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;89;0;3011400000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;89;0;35092050000
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;258;0;2658841371.9
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;258;0;2658841371.9
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;29;0;15693900000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;90;0;20071000000
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;258;0;2658841371.9
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;258;0;2658841371.9
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;6;96;0;15272850000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;36;0;22992860000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;97;0;23915245000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;278;0;10808608000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;278;0;1019680000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;97;0;25441750000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;39;0;20894800000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;103;0;20345400000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;281;0;15288600000
2852;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;104;0;12201120000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;12;0;12158040000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;104;0;20335000000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;1;285;0;10186500000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;12;0;20263400000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;104;0;25418750000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;285;0;10188300000
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;6;106;0;14738960000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;14;0;7597050000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;46;0;7826550000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;109;0;2032700000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;15;0;8102560000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;109;0;8130800000
2852;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;110;0;18287460000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;49;0;10434200000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;291;0;5100450000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;19;0;5061800000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;111;0;7110740000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;1;292;0;3061230000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;53;0;15645300000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;113;0;20311000000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;294;0;5098150000
2852;1;2;16;Banco Av Villas S.A.;8600358275;2;1;1;1;2;1;117;0;14203560000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;25;0;3034230000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;56;0;10412600000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;88;0;10423700000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;60;0;25510870000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;1;301;0;15257100000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;124;0;20242200000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;126;0;40473200000
2852;1;2;16;Banco De Occidente S.A.;8903002794;2;1;1;1;2;1;309;0;25409250000
2852;1;2;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;6;40;0;13122590000
2852;1;2;16;Corporacion Financiera Colombiana S.A.;8903006536;2;1;1;1;2;6;131;0;5064500000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;131;0;10119600000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;4;133;0;15178800000
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;195;0;20843800000
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;223;0;20854200000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;75;0;3636185000
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;196;0;22924880000
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;225;0;31279800000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;155;0;10082100000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;159;0;7562325000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;96;0;7767450000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;160;0;5038800000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;68;0;15083550000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;160;0;10075300000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;103;0;17061660000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;162;0;16623585000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;165;0;1006250000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;105;0;11368610000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;166;0;11073700000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;14;0;6695520000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;167;0;27177120000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;106;0;27384305000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;1;0;20581000000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;77;0;17070890000
2852;1;1;16;Bancolombia S.A.;8909039388;2;1;1;1;2;6;169;0;17106760000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;173;0;35126700000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;4;0;10286500000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;6;0;10286900000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;6;0;10287200000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;7;0;10287600000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;8;0;10287900000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;20;0;10293700000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;21;0;10294000000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;174;0;6033480000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;113;0;6194580000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;174;0;1003960000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;21;0;20585000000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;22;0;20585600000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;11;0;12338160000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;12;0;12338520000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;13;0;12339000000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;179;0;30607665000
2852;1;2;16;Banco Popular S.A.;8600077389;2;1;1;1;2;1;14;0;12339360000
2852;1;2;16;Financiera De Desarrollo Territorial S.A. Findeter;8000963291;2;1;1;1;2;1;270;0;24106560000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;36;0;1541715000
2852;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;6;32;0;4111240000
2852;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;6;33;0;7707600000
2852;1;2;16;Banco Corpbanca Colombia S.A;8909039370;2;1;1;1;2;6;89;0;7512525000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;8;0;10272100000
2852;1;2;16;Banco Colpatria Multibanca Colpatria S.A.;8600345941;2;1;1;1;2;4;8;0;513605000
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;951;0;1352100222.48
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;951;0;1352100222.48
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;951;0;676050111.24
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;951;0;1352100222.48
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;951;0;2028150333.72
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;25;0;10270000000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;26;0;10270300000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;27;0;9654364000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;96;0;56843920000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;96;0;11165770000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;187;0;71098300000
2852;1;2;16;Banco Agrario De Colombia S.A;8000378008;2;1;1;1;2;4;33;0;12840125000
2852;1;2;16;Banco Agrario De Colombia S.A;8000378008;2;1;1;1;2;4;34;0;12840375000
2852;1;2;16;Banco Agrario De Colombia S.A;8000378008;2;1;1;1;2;4;35;0;12840625000
2852;1;2;16;Banco Agrario De Colombia S.A;8000378008;2;1;1;1;2;4;36;0;12841000000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;39;0;12327000000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;40;0;12327360000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;41;0;12327600000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;42;0;12327840000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;43;0;12328200000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;46;0;12328920000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;47;0;12329280000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;48;0;12329520000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;49;0;12329760000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;50;0;12330000000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;193;0;20308000000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;194;0;40598800000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;15;0;10256400000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;28;0;10260400000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;6;29;0;10260700000
2852;1;2;16;Banco De Bogota S.A.;8600029644;2;1;1;1;2;4;194;0;10137800000
2852;1;2;16;Banco Davivienda S.A.;8600343137;2;1;1;1;2;1;48;0;7096250000
2852;1;2;10;Ministerio De Hacienda Y Credito Publico;8999990902;2;1;1;1;4;9;1371;0;2957556000
